Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),99.39,0.00,205.08,,,,,,99.69,,101.22,101.87,103.23,3.22
Active Decode Throughput Per User (tokens/sec/user),99.39,0.00,205.08,,,,,,99.69,,101.22,101.87,103.23,3.22
Active Prefill Throughput (tokens/sec),3025.58,2998.70,3042.83,,,,,,3035.56,,3042.83,3042.83,3042.83,19.36
Active Prefill Throughput Per User (tokens/sec/user),3025.58,2998.70,3042.83,,,,,,3035.56,,3042.83,3042.83,3042.83,19.36
Active Total Throughput (tokens/sec),1108.19,99.35,3042.83,,,,,,99.46,,3042.83,3042.83,3042.83,1390.82
Credit-to-Start Latency (ms),2.75,2.66,2.81,8.26,2.66,2.67,2.69,2.73,2.79,2.80,2.81,2.81,2.81,0.07
Decode Duration (ms),20584.76,20570.44,20593.94,61754.28,20570.83,20572.39,20574.33,20580.17,20589.89,20591.92,20593.13,20593.54,20593.86,10.26
E2E Output Token Throughput (tokens/sec/user),65.16,64.94,65.28,195.48,64.95,64.97,65.00,65.10,65.26,65.27,65.27,65.27,65.28,0.16
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.66,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.48
Effective Decode Throughput (tokens/sec),65.11,0.00,205.08,,,,,,98.73,,100.79,101.47,102.93,47.32
Effective Decode Throughput Per User (tokens/sec/user),65.11,0.00,205.08,,,,,,98.73,,100.79,101.47,102.93,47.32
Effective Latency (CO-aware) (ms),31418.17,31362.09,31524.62,94254.51,31362.21,31362.66,31363.23,31364.95,31367.80,31446.21,31493.25,31508.94,31521.48,75.31
Effective Prefill Concurrency,0.34,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.48
Effective Prefill Throughput (tokens/sec),1042.85,0.00,3042.83,,,,,,0.00,,3042.83,3042.83,3042.83,1437.99
Effective Prefill Throughput Per User (tokens/sec/user),1042.85,0.00,3042.83,,,,,,0.00,,3042.83,3042.83,3042.83,1437.99
Effective Total Throughput (tokens/sec),1107.96,0.00,3042.83,,,,,,99.46,,3042.83,3042.83,3042.83,1390.77
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2050.00,2050.00,2050.00,6150.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),398.59,394.50,401.08,1195.76,394.61,395.06,395.63,397.34,400.18,400.63,400.90,400.99,401.06,2.92
HTTP Data Sent (KB),138.76,136.42,140.67,416.27,136.47,136.70,136.97,137.80,139.17,139.92,140.37,140.52,140.64,1.76
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),31415.37,31359.25,31521.92,94246.12,31359.37,31359.82,31360.39,31362.10,31364.95,31443.43,31490.52,31506.22,31518.78,75.37
