Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),161.41,0.00,340.47,,,,,,161.43,,164.25,165.72,176.27,7.04
Active Decode Throughput Per User (tokens/sec/user),161.41,0.00,340.47,,,,,,161.43,,164.25,165.72,176.27,7.04
Active Prefill Throughput (tokens/sec),8180.50,8180.50,8180.50,,,,,,8180.50,,8180.50,8180.50,8180.50,0.00
Active Prefill Throughput Per User (tokens/sec/user),8180.50,8180.50,8180.50,,,,,,8180.50,,8180.50,8180.50,8180.50,0.00
Active Total Throughput (tokens/sec),5909.13,161.41,8180.50,,,,,,8180.50,,8180.50,8180.50,8180.50,3613.20
Credit-to-Start Latency (ms),1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,0.00
Decode Duration (ms),3165.87,3165.87,3165.87,3165.87,3165.87,3165.87,3165.87,3165.87,3165.87,3165.87,3165.87,3165.87,3165.87,0.00
E2E Output Token Throughput (tokens/sec/user),45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.28,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.45
Effective Decode Throughput (tokens/sec),45.71,0.00,340.47,,,,,,0.00,,162.29,163.71,166.40,72.82
Effective Decode Throughput Per User (tokens/sec/user),45.71,0.00,340.47,,,,,,0.00,,162.29,163.71,166.40,72.82
Effective Latency (CO-aware) (ms),11178.34,11178.34,11178.34,11178.34,11178.34,11178.34,11178.34,11178.34,11178.34,11178.34,11178.34,11178.34,11178.34,0.00
Effective Prefill Concurrency,0.72,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.45
Effective Prefill Throughput (tokens/sec),5862.02,0.00,8180.50,,,,,,8180.50,,8180.50,8180.50,8180.50,3686.59
Effective Prefill Throughput Per User (tokens/sec/user),5862.02,0.00,8180.50,,,,,,8180.50,,8180.50,8180.50,8180.50,3686.59
Effective Total Throughput (tokens/sec),5907.73,0.00,8180.50,,,,,,8180.50,,8180.50,8180.50,8180.50,3613.92
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,192.00,192.00,192.00,192.00,192.00,192.00,192.00,192.00,192.00,192.00,192.00,192.00,192.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.00
HTTP Connection Overhead (ms),0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),51.31,51.31,51.31,51.31,51.31,51.31,51.31,51.31,51.31,51.31,51.31,51.31,51.31,0.00
HTTP Data Sent (KB),279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,0.00
HTTP DNS Lookup (ms),0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00
HTTP Duration (excl. conn) (ms),11177.01,11177.01,11177.01,11177.01,11177.01,11177.01,11177.01,11177.01,11177.01,11177.01,11177.01,11177.01,11177.01,0.00
HTTP Receiving (ms),3165.89,3165.89,3165.89,3165.89,3165.89,3165.89,3165.89,3165.89,3165.89,3165.89,3165.89,3165.89,3165.89,0.00
HTTP Sending (ms),0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.00
HTTP Total Time (ms),11177.79,11177.79,11177.79,11177.79,11177.79,11177.79,11177.79,11177.79,11177.79,11177.79,11177.79,11177.79,11177.79,0.00
HTTP Waiting (TTFB) (ms),8010.40,8010.40,8010.40,8010.40,8010.40,8010.40,8010.40,8010.40,8010.40,8010.40,8010.40,8010.40,8010.40,0.00
Input Sequence Length (tokens),65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,0.00
Inter Chunk Latency (ms),16.58,10.88,22.39,3165.87,15.10,16.13,16.27,16.41,16.57,16.73,16.89,17.01,17.74,0.69
Inter Token Latency (ms),6.20,6.20,6.20,6.20,6.20,6.20,6.20,6.20,6.20,6.20,6.20,6.20,6.20,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),161.41,161.41,161.41,161.41,161.41,161.41,161.41,161.41,161.41,161.41,161.41,161.41,161.41,0.00
Prefill Throughput Per User (tokens/sec/user),8180.50,8180.50,8180.50,8180.50,8180.50,8180.50,8180.50,8180.50,8180.50,8180.50,8180.50,8180.50,8180.50,0.00
Request Latency (ms),11177.12,11177.12,11177.12,11177.12,11177.12,11177.12,11177.12,11177.12,11177.12,11177.12,11177.12,11177.12,11177.12,0.00
Time to First Output Token (ms),8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,0.00
Time to First Token (ms),8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,8011.24,0.00
Time to Second Token (ms),15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,0.00
Tokens In Flight (tokens),65592.76,0.00,66048.00,,,,,,65536.00,,65866.07,65957.04,66029.27,1018.25

Metric,Value
Benchmark Duration (sec),11.18
Input Token Throughput (tokens/sec),5862.02
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),45.80
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.09
Total Input Sequence Length (tokens),65536.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),5907.82
