Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),107.23,0.00,307290.03,,,,,,38.41,,42.69,44.13,47.88,1514.26
Active Decode Throughput Per User (tokens/sec/user),107.23,0.00,307290.03,,,,,,38.41,,42.69,44.13,47.88,1514.26
Active Prefill Throughput (tokens/sec),883.05,883.05,883.05,,,,,,883.05,,883.05,883.05,883.05,0.00
Active Prefill Throughput Per User (tokens/sec/user),883.05,883.05,883.05,,,,,,883.05,,883.05,883.05,883.05,0.00
Active Total Throughput (tokens/sec),360.93,107.22,883.05,,,,,,107.22,,883.05,883.05,883.05,363.96
Credit-to-Start Latency (ms),0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.00
Decode Duration (ms),19091.37,19091.37,19091.37,19091.37,19091.37,19091.37,19091.37,19091.37,19091.37,19091.37,19091.37,19091.37,19091.37,0.00
E2E Output Token Throughput (tokens/sec/user),72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,72.19,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.67,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.47
Effective Decode Throughput (tokens/sec),72.15,0.00,307290.03,,,,,,36.76,,41.89,43.42,47.19,1243.12
Effective Decode Throughput Per User (tokens/sec/user),72.15,0.00,307290.03,,,,,,36.76,,41.89,43.42,47.19,1243.12
Effective Latency (CO-aware) (ms),28369.23,28369.23,28369.23,28369.23,28369.23,28369.23,28369.23,28369.23,28369.23,28369.23,28369.23,28369.23,28369.23,0.00
Effective Prefill Concurrency,0.33,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.47
Effective Prefill Throughput (tokens/sec),288.71,0.00,883.05,,,,,,0.00,,883.05,883.05,883.05,414.24
Effective Prefill Throughput Per User (tokens/sec/user),288.71,0.00,883.05,,,,,,0.00,,883.05,883.05,883.05,414.24
Effective Total Throughput (tokens/sec),360.86,0.00,883.05,,,,,,107.22,,883.05,883.05,883.05,363.96
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1958.00,1958.00,1958.00,1958.00,1958.00,1958.00,1958.00,1958.00,1958.00,1958.00,1958.00,1958.00,1958.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.00
HTTP Connection Overhead (ms),1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),494.53,494.53,494.53,494.53,494.53,494.53,494.53,494.53,494.53,494.53,494.53,494.53,494.53,0.00
HTTP Data Sent (KB),35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,0.00
HTTP DNS Lookup (ms),0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.00
HTTP Duration (excl. conn) (ms),28368.34,28368.34,28368.34,28368.34,28368.34,28368.34,28368.34,28368.34,28368.34,28368.34,28368.34,28368.34,28368.34,0.00
HTTP Receiving (ms),19091.54,19091.54,19091.54,19091.54,19091.54,19091.54,19091.54,19091.54,19091.54,19091.54,19091.54,19091.54,19091.54,0.00
HTTP Sending (ms),1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,0.00
HTTP Total Time (ms),28369.97,28369.97,28369.97,28369.97,28369.97,28369.97,28369.97,28369.97,28369.97,28369.97,28369.97,28369.97,28369.97,0.00
HTTP Waiting (TTFB) (ms),9275.64,9275.64,9275.64,9275.64,9275.64,9275.64,9275.64,9275.64,9275.64,9275.64,9275.64,9275.64,9275.64,0.00
Input Sequence Length (tokens),8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Inter Chunk Latency (ms),9.56,0.00,69.68,19091.37,0.00,0.01,0.02,0.03,0.06,25.78,28.17,29.17,31.32,13.20
Inter Token Latency (ms),9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,9.33,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,107.22,0.00
Prefill Throughput Per User (tokens/sec/user),883.05,883.05,883.05,883.05,883.05,883.05,883.05,883.05,883.05,883.05,883.05,883.05,883.05,0.00
Request Latency (ms),28368.31,28368.31,28368.31,28368.31,28368.31,28368.31,28368.31,28368.31,28368.31,28368.31,28368.31,28368.31,28368.31,0.00
Time to First Output Token (ms),9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,0.00
Time to First Token (ms),9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,9276.94,0.00
Time to Second Token (ms),42.81,42.81,42.81,42.81,42.81,42.81,42.81,42.81,42.81,42.81,42.81,42.81,42.81,0.00
Tokens In Flight (tokens),8881.35,0.00,10240.00,,,,,,8750.62,,9931.46,10062.67,10203.10,685.27

Metric,Value
Benchmark Duration (sec),28.37
Input Token Throughput (tokens/sec),288.71
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),72.18
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.04
Total Input Sequence Length (tokens),8192.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),360.89
