Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),95.31,0.00,198.64,,,,,,95.97,,97.86,98.41,99.88,4.66
Active Decode Throughput Per User (tokens/sec/user),95.31,0.00,198.64,,,,,,95.97,,97.86,98.41,99.88,4.66
Active Prefill Throughput (tokens/sec),3241.90,3236.57,3247.61,,,,,,3241.53,,3247.61,3247.61,3247.61,4.52
Active Prefill Throughput Per User (tokens/sec/user),3241.90,3236.57,3247.61,,,,,,3241.53,,3247.61,3247.61,3247.61,4.52
Active Total Throughput (tokens/sec),2876.38,95.15,3247.61,,,,,,3241.53,,3247.61,3247.61,3247.61,1008.24
Credit-to-Start Latency (ms),2.52,2.39,2.71,7.55,2.39,2.39,2.40,2.42,2.46,2.58,2.66,2.68,2.70,0.14
Decode Duration (ms),10586.05,10553.79,10604.46,31758.15,10554.71,10558.40,10563.01,10576.84,10599.89,10602.18,10603.55,10604.00,10604.37,22.89
E2E Output Token Throughput (tokens/sec/user),11.08,11.06,11.10,33.25,11.06,11.07,11.07,11.08,11.09,11.09,11.10,11.10,11.10,0.01
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.12,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.32
Effective Decode Throughput (tokens/sec),11.07,0.00,198.64,,,,,,0.00,,93.07,96.27,98.00,30.58
Effective Decode Throughput Per User (tokens/sec/user),11.07,0.00,198.64,,,,,,0.00,,93.07,96.27,98.00,30.58
Effective Latency (CO-aware) (ms),91134.54,91006.87,91285.51,273403.63,91008.96,91017.31,91027.75,91059.06,91111.24,91198.38,91250.66,91268.08,91282.03,114.94
Effective Prefill Concurrency,0.88,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.32
Effective Prefill Throughput (tokens/sec),2865.15,0.00,3247.61,,,,,,3241.53,,3247.61,3247.61,3247.61,1038.96
Effective Prefill Throughput Per User (tokens/sec/user),2865.15,0.00,3247.61,,,,,,3241.53,,3247.61,3247.61,3247.61,1038.96
Effective Total Throughput (tokens/sec),2876.23,0.00,3247.61,,,,,,3241.53,,3247.61,3247.61,3247.61,1008.43
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1013.00,1013.00,1013.00,3039.00,1013.00,1013.00,1013.00,1013.00,1013.00,1013.00,1013.00,1013.00,1013.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),197.48,195.24,198.88,592.45,195.31,195.55,195.86,196.78,198.32,198.60,198.77,198.83,198.87,1.60
HTTP Data Sent (KB),1113.53,1110.04,1118.97,3340.58,1110.07,1110.20,1110.35,1110.81,1111.57,1115.27,1117.49,1118.23,1118.82,3.90
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),91131.98,91004.12,91283.08,273395.94,91006.21,91014.58,91025.04,91056.43,91108.75,91195.91,91248.21,91265.65,91279.59,115.06
HTTP Receiving (ms),91128.87,91001.02,91279.90,273386.62,91003.11,91011.49,91021.96,91053.36,91105.70,91192.80,91245.06,91262.48,91276.41,115.02
HTTP Sending (ms),0.12,0.10,0.13,0.35,0.10,0.10,0.10,0.11,0.12,0.13,0.13,0.13,0.13,0.01
HTTP Total Time (ms),91131.98,91004.12,91283.08,273395.94,91006.21,91014.58,91025.04,91056.43,91108.75,91195.91,91248.21,91265.65,91279.59,115.06
HTTP Waiting (TTFB) (ms),2.99,2.95,3.05,8.97,2.95,2.95,2.95,2.96,2.98,3.01,3.03,3.04,3.05,0.04
Input Sequence Length (tokens),261121.00,261121.00,261121.00,783363.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,261121.00,0.00
