Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),69.21,0.00,182705.18,,,,,,23.19,,24.11,24.39,25.07,1306.27
Active Decode Throughput Per User (tokens/sec/user),69.21,0.00,182705.18,,,,,,23.19,,24.11,24.39,25.07,1306.27
Active Prefill Throughput (tokens/sec),725.62,725.62,725.62,,,,,,725.62,,725.62,725.62,725.62,0.00
Active Prefill Throughput Per User (tokens/sec/user),725.62,725.62,725.62,,,,,,725.62,,725.62,725.62,725.62,0.00
Active Total Throughput (tokens/sec),675.49,69.20,725.62,,,,,,725.62,,725.62,725.62,725.62,174.34
Credit-to-Start Latency (ms),1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.00
Decode Duration (ms),29575.83,29575.83,29575.83,29575.83,29575.83,29575.83,29575.83,29575.83,29575.83,29575.83,29575.83,29575.83,29575.83,0.00
E2E Output Token Throughput (tokens/sec/user),5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.00
Effective Decode Concurrency,0.08,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.27
Effective Decode Throughput (tokens/sec),5.29,0.00,182705.18,,,,,,0.00,,0.00,22.84,23.99,361.45
Effective Decode Throughput Per User (tokens/sec/user),5.29,0.00,182705.18,,,,,,0.00,,0.00,22.84,23.99,361.45
Effective Latency (CO-aware) (ms),387322.79,387322.79,387322.79,387322.79,387322.79,387322.79,387322.79,387322.79,387322.79,387322.79,387322.79,387322.79,387322.79,0.00
Effective Prefill Concurrency,0.92,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.27
Effective Prefill Throughput (tokens/sec),670.19,0.00,725.62,,,,,,725.62,,725.62,725.62,725.62,192.73
Effective Prefill Throughput Per User (tokens/sec/user),670.19,0.00,725.62,,,,,,725.62,,725.62,725.62,725.62,192.73
Effective Total Throughput (tokens/sec),675.48,0.00,725.62,,,,,,725.62,,725.62,725.62,725.62,174.36
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1886.00,1886.00,1886.00,1886.00,1886.00,1886.00,1886.00,1886.00,1886.00,1886.00,1886.00,1886.00,1886.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.00
HTTP Connection Overhead (ms),1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),501.80,501.80,501.80,501.80,501.80,501.80,501.80,501.80,501.80,501.80,501.80,501.80,501.80,0.00
HTTP Data Sent (KB),1105.09,1105.09,1105.09,1105.09,1105.09,1105.09,1105.09,1105.09,1105.09,1105.09,1105.09,1105.09,1105.09,0.00
HTTP DNS Lookup (ms),0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.00
HTTP Duration (excl. conn) (ms),387320.89,387320.89,387320.89,387320.89,387320.89,387320.89,387320.89,387320.89,387320.89,387320.89,387320.89,387320.89,387320.89,0.00
HTTP Receiving (ms),29579.70,29579.70,29579.70,29579.70,29579.70,29579.70,29579.70,29579.70,29579.70,29579.70,29579.70,29579.70,29579.70,0.00
HTTP Sending (ms),1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,0.00
HTTP Total Time (ms),387322.51,387322.51,387322.51,387322.51,387322.51,387322.51,387322.51,387322.51,387322.51,387322.51,387322.51,387322.51,387322.51,0.00
HTTP Waiting (TTFB) (ms),357740.02,357740.02,357740.02,357740.02,357740.02,357740.02,357740.02,357740.02,357740.02,357740.02,357740.02,357740.02,357740.02,0.00
Input Sequence Length (tokens),259584.00,259584.00,259584.00,259584.00,259584.00,259584.00,259584.00,259584.00,259584.00,259584.00,259584.00,259584.00,259584.00,0.00
Inter Chunk Latency (ms),14.58,0.00,136.56,29575.83,0.00,0.00,0.01,0.03,0.05,45.54,47.58,48.54,50.99,22.10
Inter Token Latency (ms),14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,0.00
Prefill Throughput Per User (tokens/sec/user),725.62,725.62,725.62,725.62,725.62,725.62,725.62,725.62,725.62,725.62,725.62,725.62,725.62,0.00
Request Latency (ms),387317.14,387317.14,387317.14,387317.14,387317.14,387317.14,387317.14,387317.14,387317.14,387317.14,387317.14,387317.14,387317.14,0.00
Time to First Output Token (ms),357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,0.00
Time to First Token (ms),357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,357741.31,0.00
Time to Second Token (ms),130.81,130.81,130.81,130.81,130.81,130.81,130.81,130.81,130.81,130.81,130.81,130.81,130.81,0.00
Tokens In Flight (tokens),259658.03,0.00,261632.00,,,,,,259584.00,,259584.00,260270.02,261351.53,1107.61

Metric,Value
Benchmark Duration (sec),387.32
Input Token Throughput (tokens/sec),670.19
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),5.29
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.00
Total Input Sequence Length (tokens),259584.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),675.48
