Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),100.06,0.00,209.00,,,,,,100.57,,102.12,102.71,104.12,4.16
Active Decode Throughput Per User (tokens/sec/user),100.06,0.00,209.00,,,,,,100.57,,102.12,102.71,104.12,4.16
Active Prefill Throughput (tokens/sec),1525.15,1519.60,1535.21,,,,,,1520.73,,1535.21,1535.21,1535.21,7.09
Active Prefill Throughput Per User (tokens/sec/user),1525.15,1519.60,1535.21,,,,,,1520.73,,1535.21,1535.21,1535.21,7.09
Active Total Throughput (tokens/sec),187.95,99.76,1535.21,,,,,,100.02,,100.40,1519.60,1535.21,342.82
Credit-to-Start Latency (ms),2.94,2.33,3.89,8.81,2.33,2.35,2.38,2.46,2.59,3.24,3.63,3.76,3.86,0.68
Decode Duration (ms),20420.58,20377.85,20478.04,61261.74,20378.41,20380.65,20383.45,20391.85,20405.85,20441.95,20463.60,20470.82,20476.60,42.21
E2E Output Token Throughput (tokens/sec/user),93.95,93.71,94.23,281.86,93.72,93.73,93.75,93.81,93.92,94.07,94.17,94.20,94.22,0.21
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.94,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.24
Effective Decode Throughput (tokens/sec),93.86,0.00,209.00,,,,,,100.47,,102.07,102.66,104.10,24.46
Effective Decode Throughput Per User (tokens/sec/user),93.86,0.00,209.00,,,,,,100.47,,102.07,102.66,104.10,24.46
Effective Latency (CO-aware) (ms),21769.54,21726.86,21815.58,65308.61,21727.64,21730.79,21734.72,21746.51,21766.17,21790.87,21805.70,21810.64,21814.59,36.30
Effective Prefill Concurrency,0.06,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.24
Effective Prefill Throughput (tokens/sec),94.03,0.00,1535.21,,,,,,0.00,,0.00,1519.60,1535.21,366.84
Effective Prefill Throughput Per User (tokens/sec/user),94.03,0.00,1535.21,,,,,,0.00,,0.00,1519.60,1535.21,366.84
Effective Total Throughput (tokens/sec),187.89,0.00,1535.21,,,,,,100.02,,100.40,1519.60,1535.21,342.78
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2048.33,2047.00,2050.00,6145.00,2047.02,2047.10,2047.20,2047.50,2048.00,2049.00,2049.60,2049.80,2049.96,1.25
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),397.50,394.27,400.59,1192.51,394.34,394.61,394.95,395.96,397.65,399.12,400.00,400.30,400.53,2.58
HTTP Data Sent (KB),8.80,8.21,9.12,26.41,8.23,8.30,8.39,8.64,9.07,9.10,9.11,9.12,9.12,0.42
