Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),166.33,0.00,679.51,,,,,,194.14,,200.00,202.40,226.65,54.53
Active Decode Throughput Per User (tokens/sec/user),166.33,0.00,679.51,,,,,,194.14,,200.00,202.40,226.65,54.53
Active Prefill Throughput (tokens/sec),1568.81,1568.81,1568.81,,,,,,1568.81,,1568.81,1568.81,1568.81,0.00
Active Prefill Throughput Per User (tokens/sec/user),1568.81,1568.81,1568.81,,,,,,1568.81,,1568.81,1568.81,1568.81,0.00
Active Total Throughput (tokens/sec),300.78,166.33,1568.81,,,,,,166.33,,166.33,1568.81,1568.81,412.89
Credit-to-Start Latency (ms),0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.00
Decode Duration (ms),12306.61,12306.61,12306.61,12306.61,12306.61,12306.61,12306.61,12306.61,12306.61,12306.61,12306.61,12306.61,12306.61,0.00
E2E Output Token Throughput (tokens/sec/user),150.46,150.46,150.46,150.46,150.46,150.46,150.46,150.46,150.46,150.46,150.46,150.46,150.46,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.29
Effective Decode Throughput (tokens/sec),150.36,0.00,679.51,,,,,,193.14,,199.84,202.20,207.20,71.34
Effective Decode Throughput Per User (tokens/sec/user),150.36,0.00,679.51,,,,,,193.14,,199.84,202.20,207.20,71.34
Effective Latency (CO-aware) (ms),13612.24,13612.24,13612.24,13612.24,13612.24,13612.24,13612.24,13612.24,13612.24,13612.24,13612.24,13612.24,13612.24,0.00
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.29
Effective Prefill Throughput (tokens/sec),150.36,0.00,1568.81,,,,,,0.00,,0.00,1568.81,1568.81,461.81
Effective Prefill Throughput Per User (tokens/sec/user),150.36,0.00,1568.81,,,,,,0.00,,0.00,1568.81,1568.81,461.81
Effective Total Throughput (tokens/sec),300.71,0.00,1568.81,,,,,,166.33,,166.33,1568.81,1568.81,412.87
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,636.00,636.00,636.00,636.00,636.00,636.00,636.00,636.00,636.00,636.00,636.00,636.00,636.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.00
HTTP Connection Overhead (ms),0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),168.50,168.50,168.50,168.50,168.50,168.50,168.50,168.50,168.50,168.50,168.50,168.50,168.50,0.00
HTTP Data Sent (KB),9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,0.00
HTTP DNS Lookup (ms),0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00
HTTP Duration (excl. conn) (ms),13611.33,13611.33,13611.33,13611.33,13611.33,13611.33,13611.33,13611.33,13611.33,13611.33,13611.33,13611.33,13611.33,0.00
HTTP Receiving (ms),12306.62,12306.62,12306.62,12306.62,12306.62,12306.62,12306.62,12306.62,12306.62,12306.62,12306.62,12306.62,12306.62,0.00
HTTP Sending (ms),0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.00
HTTP Total Time (ms),13612.09,13612.09,13612.09,13612.09,13612.09,13612.09,13612.09,13612.09,13612.09,13612.09,13612.09,13612.09,13612.09,0.00
HTTP Waiting (TTFB) (ms),1304.01,1304.01,1304.01,1304.01,1304.01,1304.01,1304.01,1304.01,1304.01,1304.01,1304.01,1304.01,1304.01,0.00
Input Sequence Length (tokens),2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,2047.00,0.00
Inter Chunk Latency (ms),19.38,4.74,114.74,12306.61,13.57,15.85,16.06,16.25,16.50,16.82,32.16,48.07,48.95,9.76
Inter Token Latency (ms),6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),166.33,166.33,166.33,166.33,166.33,166.33,166.33,166.33,166.33,166.33,166.33,166.33,166.33,0.00
