Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),129.87,0.00,267.75,,,,,,129.79,,133.00,133.91,138.04,3.91
Active Decode Throughput Per User (tokens/sec/user),129.87,0.00,267.75,,,,,,129.79,,133.00,133.91,138.04,3.91
Active Prefill Throughput (tokens/sec),7397.17,7397.17,7397.17,,,,,,7397.17,,7397.17,7397.17,7397.17,0.00
Active Prefill Throughput Per User (tokens/sec/user),7397.17,7397.17,7397.17,,,,,,7397.17,,7397.17,7397.17,7397.17,0.00
Active Total Throughput (tokens/sec),6668.38,129.87,7397.17,,,,,,7397.17,,7397.17,7397.17,7397.17,2182.93
Credit-to-Start Latency (ms),1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,0.00
Decode Duration (ms),3934.57,3934.57,3934.57,3934.57,3934.57,3934.57,3934.57,3934.57,3934.57,3934.57,3934.57,3934.57,3934.57,0.00
E2E Output Token Throughput (tokens/sec/user),13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.10,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.30
Effective Decode Throughput (tokens/sec),13.02,0.00,267.75,,,,,,0.00,,113.55,129.79,133.00,39.03
Effective Decode Throughput Per User (tokens/sec/user),13.02,0.00,267.75,,,,,,0.00,,113.55,129.79,133.00,39.03
Effective Latency (CO-aware) (ms),39236.62,39236.62,39236.62,39236.62,39236.62,39236.62,39236.62,39236.62,39236.62,39236.62,39236.62,39236.62,39236.62,0.00
Effective Prefill Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.30
Effective Prefill Throughput (tokens/sec),6654.72,0.00,7397.17,,,,,,7397.17,,7397.17,7397.17,7397.17,2222.79
Effective Prefill Throughput Per User (tokens/sec/user),6654.72,0.00,7397.17,,,,,,7397.17,,7397.17,7397.17,7397.17,2222.79
