Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),100.27,0.00,169091.95,,,,,,34.11,,36.65,37.63,39.95,1439.18
Active Decode Throughput Per User (tokens/sec/user),100.27,0.00,169091.95,,,,,,34.11,,36.65,37.63,39.95,1439.18
Active Prefill Throughput (tokens/sec),1219.77,1219.77,1219.77,,,,,,1219.77,,1219.77,1219.77,1219.77,0.00
Active Prefill Throughput Per User (tokens/sec/user),1219.77,1219.77,1219.77,,,,,,1219.77,,1219.77,1219.77,1219.77,0.00
Active Total Throughput (tokens/sec),911.51,100.26,1219.77,,,,,,1219.77,,1219.77,1219.77,1219.77,500.07
Credit-to-Start Latency (ms),1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.00
Decode Duration (ms),20414.62,20414.62,20414.62,20414.62,20414.62,20414.62,20414.62,20414.62,20414.62,20414.62,20414.62,20414.62,20414.62,0.00
E2E Output Token Throughput (tokens/sec/user),27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.28,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.45
Effective Decode Throughput (tokens/sec),27.61,0.00,169091.95,,,,,,0.00,,34.73,35.81,37.92,756.50
Effective Decode Throughput Per User (tokens/sec/user),27.61,0.00,169091.95,,,,,,0.00,,34.73,35.81,37.92,756.50
Effective Latency (CO-aware) (ms),74145.11,74145.11,74145.11,74145.11,74145.11,74145.11,74145.11,74145.11,74145.11,74145.11,74145.11,74145.11,74145.11,0.00
Effective Prefill Concurrency,0.72,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.45
Effective Prefill Throughput (tokens/sec),883.84,0.00,1219.77,,,,,,1219.77,,1219.77,1219.77,1219.77,544.89
Effective Prefill Throughput Per User (tokens/sec/user),883.84,0.00,1219.77,,,,,,1219.77,,1219.77,1219.77,1219.77,544.89
Effective Total Throughput (tokens/sec),911.44,0.00,1219.77,,,,,,1219.77,,1219.77,1219.77,1219.77,500.12
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1926.00,1926.00,1926.00,1926.00,1926.00,1926.00,1926.00,1926.00,1926.00,1926.00,1926.00,1926.00,1926.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.00
HTTP Connection Overhead (ms),1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),502.34,502.34,502.34,502.34,502.34,502.34,502.34,502.34,502.34,502.34,502.34,502.34,502.34,0.00
HTTP Data Sent (KB),279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,0.00
HTTP DNS Lookup (ms),0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.00
HTTP Duration (excl. conn) (ms),74143.99,74143.99,74143.99,74143.99,74143.99,74143.99,74143.99,74143.99,74143.99,74143.99,74143.99,74143.99,74143.99,0.00
HTTP Receiving (ms),20415.94,20415.94,20415.94,20415.94,20415.94,20415.94,20415.94,20415.94,20415.94,20415.94,20415.94,20415.94,20415.94,0.00
HTTP Sending (ms),1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,0.00
HTTP Total Time (ms),74145.57,74145.57,74145.57,74145.57,74145.57,74145.57,74145.57,74145.57,74145.57,74145.57,74145.57,74145.57,74145.57,0.00
HTTP Waiting (TTFB) (ms),53726.91,53726.91,53726.91,53726.91,53726.91,53726.91,53726.91,53726.91,53726.91,53726.91,53726.91,53726.91,53726.91,0.00
Input Sequence Length (tokens),65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,65536.00,0.00
Inter Chunk Latency (ms),10.07,0.00,73.15,20414.62,0.00,0.00,0.02,0.03,0.06,29.78,31.86,32.65,34.85,14.77
Inter Token Latency (ms),9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,0.00
Prefill Throughput Per User (tokens/sec/user),1219.77,1219.77,1219.77,1219.77,1219.77,1219.77,1219.77,1219.77,1219.77,1219.77,1219.77,1219.77,1219.77,0.00
Request Latency (ms),74142.81,74142.81,74142.81,74142.81,74142.81,74142.81,74142.81,74142.81,74142.81,74142.81,74142.81,74142.81,74142.81,0.00
Time to First Output Token (ms),53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,0.00
Time to First Token (ms),53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,53728.19,0.00
Time to Second Token (ms),41.69,41.69,41.69,41.69,41.69,41.69,41.69,41.69,41.69,41.69,41.69,41.69,41.69,0.00
Tokens In Flight (tokens),65794.37,0.00,67584.00,,,,,,65536.00,,66706.43,67065.94,67524.42,764.40

Metric,Value
Benchmark Duration (sec),74.14
Input Token Throughput (tokens/sec),883.84
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),27.62
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),65536.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),911.46
