Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),98.09,0.00,204.45,,,,,,99.29,,100.42,100.84,102.46,5.98
Active Decode Throughput Per User (tokens/sec/user),98.09,0.00,204.45,,,,,,99.29,,100.42,100.84,102.46,5.98
Active Prefill Throughput (tokens/sec),3184.36,3184.36,3184.36,,,,,,3184.36,,3184.36,3184.36,3184.36,0.00
Active Prefill Throughput Per User (tokens/sec/user),3184.36,3184.36,3184.36,,,,,,3184.36,,3184.36,3184.36,3184.36,0.00
Active Total Throughput (tokens/sec),2561.91,98.09,3184.36,,,,,,3184.36,,3184.36,3184.36,3184.36,1238.39
Credit-to-Start Latency (ms),1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,0.00
Decode Duration (ms),5199.26,5199.26,5199.26,5199.26,5199.26,5199.26,5199.26,5199.26,5199.26,5199.26,5199.26,5199.26,5199.26,0.00
E2E Output Token Throughput (tokens/sec/user),19.82,19.82,19.82,19.82,19.82,19.82,19.82,19.82,19.82,19.82,19.82,19.82,19.82,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.20,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.40
Effective Decode Throughput (tokens/sec),19.78,0.00,204.45,,,,,,0.00,,99.30,99.91,100.84,39.45
Effective Decode Throughput Per User (tokens/sec/user),19.78,0.00,204.45,,,,,,0.00,,99.30,99.91,100.84,39.45
Effective Latency (CO-aware) (ms),25782.02,25782.02,25782.02,25782.02,25782.02,25782.02,25782.02,25782.02,25782.02,25782.02,25782.02,25782.02,25782.02,0.00
Effective Prefill Concurrency,0.80,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.40
Effective Prefill Throughput (tokens/sec),2541.85,0.00,3184.36,,,,,,3184.36,,3184.36,3184.36,3184.36,1277.95
Effective Prefill Throughput Per User (tokens/sec/user),2541.85,0.00,3184.36,,,,,,3184.36,,3184.36,3184.36,3184.36,1277.95
Effective Total Throughput (tokens/sec),2561.63,0.00,3184.36,,,,,,3184.36,,3184.36,3184.36,3184.36,1238.61
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,514.00,514.00,514.00,514.00,514.00,514.00,514.00,514.00,514.00,514.00,514.00,514.00,514.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),98.83,98.83,98.83,98.83,98.83,98.83,98.83,98.83,98.83,98.83,98.83,98.83,98.83,0.00
HTTP Data Sent (KB),279.81,279.81,279.81,279.81,279.81,279.81,279.81,279.81,279.81,279.81,279.81,279.81,279.81,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,0.00
HTTP Receiving (ms),25779.06,25779.06,25779.06,25779.06,25779.06,25779.06,25779.06,25779.06,25779.06,25779.06,25779.06,25779.06,25779.06,0.00
HTTP Sending (ms),0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.00
HTTP Total Time (ms),25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,25780.77,0.00
HTTP Waiting (TTFB) (ms),1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,0.00
Input Sequence Length (tokens),65538.00,65538.00,65538.00,65538.00,65538.00,65538.00,65538.00,65538.00,65538.00,65538.00,65538.00,65538.00,65538.00,0.00
Inter Chunk Latency (ms),10.19,9.56,27.05,5199.26,9.76,9.91,9.96,10.01,10.07,10.18,10.36,10.63,12.05,0.89
Inter Token Latency (ms),10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,0.00
OSL Mismatch Diff % (%),-0.20,-0.20,-0.20,-0.20,-0.20,-0.20,-0.20,-0.20,-0.20,-0.20,-0.20,-0.20,-0.20,0.00
Output Sequence Length (tokens),511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,0.00
Output Token Count (tokens),511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,511.00,0.00
Output Token Throughput Per User (tokens/sec/user),98.09,98.09,98.09,98.09,98.09,98.09,98.09,98.09,98.09,98.09,98.09,98.09,98.09,0.00
Prefill Throughput Per User (tokens/sec/user),3184.36,3184.36,3184.36,3184.36,3184.36,3184.36,3184.36,3184.36,3184.36,3184.36,3184.36,3184.36,3184.36,0.00
Request Latency (ms),25780.51,25780.51,25780.51,25780.51,25780.51,25780.51,25780.51,25780.51,25780.51,25780.51,25780.51,25780.51,25780.51,0.00
Time to First Output Token (ms),20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,0.00
Time to First Token (ms),20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,20581.25,0.00
Time to Second Token (ms),27.05,27.05,27.05,27.05,27.05,27.05,27.05,27.05,27.05,27.05,27.05,27.05,27.05,0.00
Tokens In Flight (tokens),65581.89,0.00,66049.00,,,,,,65538.00,,65793.00,65921.00,66023.00,693.75

Metric,Value
Benchmark Duration (sec),25.78
Input Token Throughput (tokens/sec),2541.85
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),19.82
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.04
Total Input Sequence Length (tokens),65538.00
Total Output Sequence Length (tokens),511.00
Total Output Tokens (tokens),511.00
Total Token Throughput (tokens/sec),2561.67
