Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),145.34,0.00,299.26,,,,,,145.32,,148.93,150.65,182.88,7.19
Active Decode Throughput Per User (tokens/sec/user),145.34,0.00,299.26,,,,,,145.32,,148.93,150.65,182.88,7.19
Active Prefill Throughput (tokens/sec),7888.46,7888.46,7888.46,,,,,,7888.46,,7888.46,7888.46,7888.46,0.00
Active Prefill Throughput Per User (tokens/sec/user),7888.46,7888.46,7888.46,,,,,,7888.46,,7888.46,7888.46,7888.46,0.00
Active Total Throughput (tokens/sec),1911.09,145.34,7888.46,,,,,,145.34,,7888.46,7888.46,7888.46,3248.77
Credit-to-Start Latency (ms),0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.00
Decode Duration (ms),3515.87,3515.87,3515.87,3515.87,3515.87,3515.87,3515.87,3515.87,3515.87,3515.87,3515.87,3515.87,3515.87,0.00
E2E Output Token Throughput (tokens/sec/user),112.42,112.42,112.42,112.42,112.42,112.42,112.42,112.42,112.42,112.42,112.42,112.42,112.42,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.77,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.42
Effective Decode Throughput (tokens/sec),112.15,0.00,299.26,,,,,,144.56,,148.57,149.45,170.69,61.33
Effective Decode Throughput Per User (tokens/sec/user),112.15,0.00,299.26,,,,,,144.56,,148.57,149.45,170.69,61.33
Effective Latency (CO-aware) (ms),4555.03,4555.03,4555.03,4555.03,4555.03,4555.03,4555.03,4555.03,4555.03,4555.03,4555.03,4555.03,4555.03,0.00
Effective Prefill Concurrency,0.23,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.42
Effective Prefill Throughput (tokens/sec),1798.21,0.00,7888.46,,,,,,0.00,,7888.46,7888.46,7888.46,3309.31
Effective Prefill Throughput Per User (tokens/sec/user),1798.21,0.00,7888.46,,,,,,0.00,,7888.46,7888.46,7888.46,3309.31
Effective Total Throughput (tokens/sec),1910.36,0.00,7888.46,,,,,,145.34,,7888.46,7888.46,7888.46,3248.37
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),57.17,57.17,57.17,57.17,57.17,57.17,57.17,57.17,57.17,57.17,57.17,57.17,57.17,0.00
HTTP Data Sent (KB),35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,0.00
HTTP Receiving (ms),3515.88,3515.88,3515.88,3515.88,3515.88,3515.88,3515.88,3515.88,3515.88,3515.88,3515.88,3515.88,3515.88,0.00
HTTP Sending (ms),0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.00
HTTP Total Time (ms),4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,4554.43,0.00
HTTP Waiting (TTFB) (ms),1038.44,1038.44,1038.44,1038.44,1038.44,1038.44,1038.44,1038.44,1038.44,1038.44,1038.44,1038.44,1038.44,0.00
Input Sequence Length (tokens),8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,0.00
Inter Chunk Latency (ms),16.43,11.53,21.31,3515.87,13.18,15.84,16.02,16.24,16.42,16.59,16.90,17.05,19.85,0.79
Inter Token Latency (ms),6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),145.34,145.34,145.34,145.34,145.34,145.34,145.34,145.34,145.34,145.34,145.34,145.34,145.34,0.00
Prefill Throughput Per User (tokens/sec/user),7888.46,7888.46,7888.46,7888.46,7888.46,7888.46,7888.46,7888.46,7888.46,7888.46,7888.46,7888.46,7888.46,0.00
Request Latency (ms),4554.48,4554.48,4554.48,4554.48,4554.48,4554.48,4554.48,4554.48,4554.48,4554.48,4554.48,4554.48,4554.48,0.00
Time to First Output Token (ms),1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,0.00
Time to First Token (ms),1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,1038.61,0.00
Time to Second Token (ms),16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,0.00
Tokens In Flight (tokens),8386.87,0.00,8705.00,,,,,,8373.09,,8638.14,8671.57,8697.84,234.34

Metric,Value
Benchmark Duration (sec),4.55
Input Token Throughput (tokens/sec),1798.21
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),112.37
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.22
Total Input Sequence Length (tokens),8193.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),1910.58
