Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),69.29,0.00,141.84,,,,,,69.59,,70.41,70.60,70.85,3.18
Active Decode Throughput Per User (tokens/sec/user),69.29,0.00,141.84,,,,,,69.59,,70.41,70.60,70.85,3.18
Active Prefill Throughput (tokens/sec),1889.98,1889.98,1889.98,,,,,,1889.98,,1889.98,1889.98,1889.98,0.00
Active Prefill Throughput Per User (tokens/sec/user),1889.98,1889.98,1889.98,,,,,,1889.98,,1889.98,1889.98,1889.98,0.00
Active Total Throughput (tokens/sec),742.65,69.29,1889.98,,,,,,69.29,,1889.98,1889.98,1889.98,878.96
Credit-to-Start Latency (ms),0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.00
Decode Duration (ms),29542.10,29542.10,29542.10,29542.10,29542.10,29542.10,29542.10,29542.10,29542.10,29542.10,29542.10,29542.10,29542.10,0.00
E2E Output Token Throughput (tokens/sec/user),43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.63,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.48
Effective Decode Throughput (tokens/sec),43.66,0.00,141.84,,,,,,69.07,,70.27,70.49,70.77,33.55
Effective Decode Throughput Per User (tokens/sec/user),43.66,0.00,141.84,,,,,,69.07,,70.27,70.49,70.77,33.55
Effective Latency (CO-aware) (ms),46881.88,46881.88,46881.88,46881.88,46881.88,46881.88,46881.88,46881.88,46881.88,46881.88,46881.88,46881.88,46881.88,0.00
Effective Prefill Concurrency,0.37,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.48
Effective Prefill Throughput (tokens/sec),698.90,0.00,1889.98,,,,,,0.00,,1889.98,1889.98,1889.98,912.39
Effective Prefill Throughput Per User (tokens/sec/user),698.90,0.00,1889.98,,,,,,0.00,,1889.98,1889.98,1889.98,912.39
Effective Total Throughput (tokens/sec),742.56,0.00,1889.98,,,,,,69.29,,1889.98,1889.98,1889.98,878.94
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.00
HTTP Connection Overhead (ms),1.60,1.60,1.60,1.60,1.60,1.60,1.60,1.60,1.60,1.60,1.60,1.60,1.60,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),505.76,505.76,505.76,505.76,505.76,505.76,505.76,505.76,505.76,505.76,505.76,505.76,505.76,0.00
HTTP Data Sent (KB),140.70,140.70,140.70,140.70,140.70,140.70,140.70,140.70,140.70,140.70,140.70,140.70,140.70,0.00
HTTP DNS Lookup (ms),0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.00
HTTP Duration (excl. conn) (ms),46880.91,46880.91,46880.91,46880.91,46880.91,46880.91,46880.91,46880.91,46880.91,46880.91,46880.91,46880.91,46880.91,0.00
HTTP Receiving (ms),29542.78,29542.78,29542.78,29542.78,29542.78,29542.78,29542.78,29542.78,29542.78,29542.78,29542.78,29542.78,29542.78,0.00
HTTP Sending (ms),1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,0.00
HTTP Total Time (ms),46882.50,46882.50,46882.50,46882.50,46882.50,46882.50,46882.50,46882.50,46882.50,46882.50,46882.50,46882.50,46882.50,0.00
HTTP Waiting (TTFB) (ms),17337.00,17337.00,17337.00,17337.00,17337.00,17337.00,17337.00,17337.00,17337.00,17337.00,17337.00,17337.00,17337.00,0.00
Input Sequence Length (tokens),32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,32769.00,0.00
Inter Chunk Latency (ms),14.43,14.09,28.33,29542.10,14.11,14.16,14.20,14.26,14.37,14.46,14.53,14.57,15.41,0.88
Inter Token Latency (ms),14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,0.00
Prefill Throughput Per User (tokens/sec/user),1889.98,1889.98,1889.98,1889.98,1889.98,1889.98,1889.98,1889.98,1889.98,1889.98,1889.98,1889.98,1889.98,0.00
Request Latency (ms),46880.35,46880.35,46880.35,46880.35,46880.35,46880.35,46880.35,46880.35,46880.35,46880.35,46880.35,46880.35,46880.35,0.00
Time to First Output Token (ms),17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,0.00
Time to First Token (ms),17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,17338.24,0.00
Time to Second Token (ms),16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,0.00
Tokens In Flight (tokens),33413.32,0.00,34817.00,,,,,,33196.00,,34496.00,34656.00,34785.00,770.63

Metric,Value
Benchmark Duration (sec),46.88
Input Token Throughput (tokens/sec),698.90
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),43.68
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.02
Total Input Sequence Length (tokens),32769.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),742.58
