Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),146.44,0.00,300.04,,,,,,146.55,,149.38,150.38,161.72,4.87
Active Decode Throughput Per User (tokens/sec/user),146.44,0.00,300.04,,,,,,146.55,,149.38,150.38,161.72,4.87
Active Prefill Throughput (tokens/sec),5756.18,5756.18,5756.18,,,,,,5756.18,,5756.18,5756.18,5756.18,0.00
Active Prefill Throughput Per User (tokens/sec/user),5756.18,5756.18,5756.18,,,,,,5756.18,,5756.18,5756.18,5756.18,0.00
Active Total Throughput (tokens/sec),1771.71,146.44,5756.18,,,,,,146.44,,5756.18,5756.18,5756.18,2544.77
Credit-to-Start Latency (ms),0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.00
Decode Duration (ms),3489.43,3489.43,3489.43,3489.43,3489.43,3489.43,3489.43,3489.43,3489.43,3489.43,3489.43,3489.43,3489.43,0.00
E2E Output Token Throughput (tokens/sec/user),104.22,104.22,104.22,104.22,104.22,104.22,104.22,104.22,104.22,104.22,104.22,104.22,104.22,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.71,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.45
Effective Decode Throughput (tokens/sec),103.96,0.00,300.04,,,,,,145.40,,148.99,150.21,159.76,66.58
Effective Decode Throughput Per User (tokens/sec/user),103.96,0.00,300.04,,,,,,145.40,,148.99,150.21,159.76,66.58
Effective Latency (CO-aware) (ms),4913.54,4913.54,4913.54,4913.54,4913.54,4913.54,4913.54,4913.54,4913.54,4913.54,4913.54,4913.54,4913.54,0.00
Effective Prefill Concurrency,0.29,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.45
Effective Prefill Throughput (tokens/sec),1666.89,0.00,5756.18,,,,,,0.00,,5756.18,5756.18,5756.18,2610.82
Effective Prefill Throughput Per User (tokens/sec/user),1666.89,0.00,5756.18,,,,,,0.00,,5756.18,5756.18,5756.18,2610.82
Effective Total Throughput (tokens/sec),1770.86,0.00,5756.18,,,,,,146.44,,5756.18,5756.18,5756.18,2544.45
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,214.00,214.00,214.00,214.00,214.00,214.00,214.00,214.00,214.00,214.00,214.00,214.00,214.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.00
HTTP Connection Overhead (ms),0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,0.00
HTTP Data Sent (KB),35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,0.00
HTTP DNS Lookup (ms),0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.00
HTTP Duration (excl. conn) (ms),4912.67,4912.67,4912.67,4912.67,4912.67,4912.67,4912.67,4912.67,4912.67,4912.67,4912.67,4912.67,4912.67,0.00
HTTP Receiving (ms),3489.44,3489.44,3489.44,3489.44,3489.44,3489.44,3489.44,3489.44,3489.44,3489.44,3489.44,3489.44,3489.44,0.00
HTTP Sending (ms),0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.00
HTTP Total Time (ms),4913.48,4913.48,4913.48,4913.48,4913.48,4913.48,4913.48,4913.48,4913.48,4913.48,4913.48,4913.48,4913.48,0.00
HTTP Waiting (TTFB) (ms),1422.47,1422.47,1422.47,1422.47,1422.47,1422.47,1422.47,1422.47,1422.47,1422.47,1422.47,1422.47,1422.47,0.00
Input Sequence Length (tokens),8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,8193.00,0.00
Inter Chunk Latency (ms),16.38,13.07,19.77,3489.43,14.86,15.95,16.05,16.19,16.37,16.52,16.69,16.91,18.67,0.54
Inter Token Latency (ms),6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),146.44,146.44,146.44,146.44,146.44,146.44,146.44,146.44,146.44,146.44,146.44,146.44,146.44,0.00
Prefill Throughput Per User (tokens/sec/user),5756.18,5756.18,5756.18,5756.18,5756.18,5756.18,5756.18,5756.18,5756.18,5756.18,5756.18,5756.18,5756.18,0.00
Request Latency (ms),4912.77,4912.77,4912.77,4912.77,4912.77,4912.77,4912.77,4912.77,4912.77,4912.77,4912.77,4912.77,4912.77,0.00
Time to First Output Token (ms),1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,0.00
Time to First Token (ms),1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,1423.34,0.00
Time to Second Token (ms),15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,0.00
Tokens In Flight (tokens),8370.26,0.00,8705.00,,,,,,8342.74,,8630.63,8666.62,8697.80,250.28

Metric,Value
Benchmark Duration (sec),4.91
Input Token Throughput (tokens/sec),1666.89
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),104.17
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.20
Total Input Sequence Length (tokens),8193.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),1771.06
