Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),34.30,0.00,69.66,,,,,,34.45,,34.69,34.75,34.90,1.01
Active Decode Throughput Per User (tokens/sec/user),34.30,0.00,69.66,,,,,,34.45,,34.69,34.75,34.90,1.01
Active Prefill Throughput (tokens/sec),1375.54,1375.54,1375.54,,,,,,1375.54,,1375.54,1375.54,1375.54,0.00
Active Prefill Throughput Per User (tokens/sec/user),1375.54,1375.54,1375.54,,,,,,1375.54,,1375.54,1375.54,1375.54,0.00
Active Total Throughput (tokens/sec),859.05,34.30,1375.54,,,,,,1375.54,,1375.54,1375.54,1375.54,652.67
Credit-to-Start Latency (ms),1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.00
Decode Duration (ms),59670.78,59670.78,59670.78,59670.78,59670.78,59670.78,59670.78,59670.78,59670.78,59670.78,59670.78,59670.78,59670.78,0.00
E2E Output Token Throughput (tokens/sec/user),13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.39,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.49
Effective Decode Throughput (tokens/sec),13.21,0.00,69.66,,,,,,0.00,,34.58,34.67,34.81,16.70
Effective Decode Throughput Per User (tokens/sec/user),13.21,0.00,69.66,,,,,,0.00,,34.58,34.67,34.81,16.70
Effective Latency (CO-aware) (ms),154962.47,154962.47,154962.47,154962.47,154962.47,154962.47,154962.47,154962.47,154962.47,154962.47,154962.47,154962.47,154962.47,0.00
Effective Prefill Concurrency,0.61,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.49
Effective Prefill Throughput (tokens/sec),845.81,0.00,1375.54,,,,,,1375.54,,1375.54,1375.54,1375.54,669.37
Effective Prefill Throughput Per User (tokens/sec/user),845.81,0.00,1375.54,,,,,,1375.54,,1375.54,1375.54,1375.54,669.37
Effective Total Throughput (tokens/sec),859.02,0.00,1375.54,,,,,,1375.54,,1375.54,1375.54,1375.54,652.68
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,2049.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.00
HTTP Connection Overhead (ms),1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,505.91,0.00
HTTP Data Sent (KB),560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,560.60,0.00
HTTP DNS Lookup (ms),0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.00
HTTP Duration (excl. conn) (ms),154961.12,154961.12,154961.12,154961.12,154961.12,154961.12,154961.12,154961.12,154961.12,154961.12,154961.12,154961.12,154961.12,0.00
HTTP Receiving (ms),59673.13,59673.13,59673.13,59673.13,59673.13,59673.13,59673.13,59673.13,59673.13,59673.13,59673.13,59673.13,59673.13,0.00
HTTP Sending (ms),1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,0.00
HTTP Total Time (ms),154962.74,154962.74,154962.74,154962.74,154962.74,154962.74,154962.74,154962.74,154962.74,154962.74,154962.74,154962.74,154962.74,0.00
HTTP Waiting (TTFB) (ms),95286.85,95286.85,95286.85,95286.85,95286.85,95286.85,95286.85,95286.85,95286.85,95286.85,95286.85,95286.85,95286.85,0.00
Input Sequence Length (tokens),131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,131073.00,0.00
Inter Chunk Latency (ms),29.15,28.58,43.86,59670.78,28.66,28.78,28.82,28.92,29.03,29.19,29.36,29.52,31.17,0.99
Inter Token Latency (ms),29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,29.15,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),34.30,34.30,34.30,34.30,34.30,34.30,34.30,34.30,34.30,34.30,34.30,34.30,34.30,0.00
Prefill Throughput Per User (tokens/sec/user),1375.54,1375.54,1375.54,1375.54,1375.54,1375.54,1375.54,1375.54,1375.54,1375.54,1375.54,1375.54,1375.54,0.00
Request Latency (ms),154958.91,154958.91,154958.91,154958.91,154958.91,154958.91,154958.91,154958.91,154958.91,154958.91,154958.91,154958.91,154958.91,0.00
Time to First Output Token (ms),95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,0.00
Time to First Token (ms),95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,95288.13,0.00
