Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),166.26,0.00,338.86,,,,,,166.33,,169.74,171.08,211.38,9.39
Active Decode Throughput Per User (tokens/sec/user),166.26,0.00,338.86,,,,,,166.33,,169.74,171.08,211.38,9.39
Active Prefill Throughput (tokens/sec),7347.73,7347.73,7347.73,,,,,,7347.73,,7347.73,7347.73,7347.73,0.00
Active Prefill Throughput Per User (tokens/sec/user),7347.73,7347.73,7347.73,,,,,,7347.73,,7347.73,7347.73,7347.73,0.00
Active Total Throughput (tokens/sec),6776.07,166.26,7347.73,,,,,,7347.73,,7347.73,7347.73,7347.73,1943.85
Credit-to-Start Latency (ms),1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,0.00
Decode Duration (ms),3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,0.00
E2E Output Token Throughput (tokens/sec/user),13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.08,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.27
Effective Decode Throughput (tokens/sec),13.23,0.00,338.86,,,,,,0.00,,0.00,165.73,169.16,45.08
Effective Decode Throughput Per User (tokens/sec/user),13.23,0.00,338.86,,,,,,0.00,,0.00,165.73,169.16,45.08
Effective Latency (CO-aware) (ms),38612.70,38612.70,38612.70,38612.70,38612.70,38612.70,38612.70,38612.70,38612.70,38612.70,38612.70,38612.70,38612.70,0.00
Effective Prefill Concurrency,0.92,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.27
Effective Prefill Throughput (tokens/sec),6762.34,0.00,7347.73,,,,,,7347.73,,7347.73,7347.73,7347.73,1989.62
Effective Prefill Throughput Per User (tokens/sec/user),6762.34,0.00,7347.73,,,,,,7347.73,,7347.73,7347.73,7347.73,1989.62
Effective Total Throughput (tokens/sec),6775.58,0.00,7347.73,,,,,,7347.73,,7347.73,7347.73,7347.73,1944.64
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,181.00,181.00,181.00,181.00,181.00,181.00,181.00,181.00,181.00,181.00,181.00,181.00,181.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),48.65,48.65,48.65,48.65,48.65,48.65,48.65,48.65,48.65,48.65,48.65,48.65,48.65,0.00
HTTP Data Sent (KB),1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,1111.58,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,0.00
HTTP Receiving (ms),3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,3073.51,0.00
HTTP Sending (ms),0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.00
HTTP Total Time (ms),38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,38610.98,0.00
HTTP Waiting (TTFB) (ms),35537.36,35537.36,35537.36,35537.36,35537.36,35537.36,35537.36,35537.36,35537.36,35537.36,35537.36,35537.36,35537.36,0.00
Input Sequence Length (tokens),261120.00,261120.00,261120.00,261120.00,261120.00,261120.00,261120.00,261120.00,261120.00,261120.00,261120.00,261120.00,261120.00,0.00
Inter Chunk Latency (ms),17.08,11.33,22.86,3073.51,13.43,16.58,16.70,16.93,17.07,17.24,17.44,17.52,20.78,0.93
Inter Token Latency (ms),6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),166.26,166.26,166.26,166.26,166.26,166.26,166.26,166.26,166.26,166.26,166.26,166.26,166.26,0.00
Prefill Throughput Per User (tokens/sec/user),7347.73,7347.73,7347.73,7347.73,7347.73,7347.73,7347.73,7347.73,7347.73,7347.73,7347.73,7347.73,7347.73,0.00
Request Latency (ms),38611.02,38611.02,38611.02,38611.02,38611.02,38611.02,38611.02,38611.02,38611.02,38611.02,38611.02,38611.02,38611.02,0.00
