Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),149.33,0.00,305.64,,,,,,149.66,,152.61,153.19,171.14,6.25
Active Decode Throughput Per User (tokens/sec/user),149.33,0.00,305.64,,,,,,149.66,,152.61,153.19,171.14,6.25
Active Prefill Throughput (tokens/sec),7991.06,7991.06,7991.06,,,,,,7991.06,,7991.06,7991.06,7991.06,0.00
Active Prefill Throughput Per User (tokens/sec/user),7991.06,7991.06,7991.06,,,,,,7991.06,,7991.06,7991.06,7991.06,0.00
Active Total Throughput (tokens/sec),6637.45,149.33,7991.06,,,,,,7991.06,,7991.06,7991.06,7991.06,2963.50
Credit-to-Start Latency (ms),1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.00
Decode Duration (ms),3421.98,3421.98,3421.98,3421.98,3421.98,3421.98,3421.98,3421.98,3421.98,3421.98,3421.98,3421.98,3421.98,0.00
E2E Output Token Throughput (tokens/sec/user),25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.17,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.38
Effective Decode Throughput (tokens/sec),25.77,0.00,305.64,,,,,,0.00,,148.95,151.01,153.18,56.49
Effective Decode Throughput Per User (tokens/sec/user),25.77,0.00,305.64,,,,,,0.00,,148.95,151.01,153.18,56.49
Effective Latency (CO-aware) (ms),19825.57,19825.57,19825.57,19825.57,19825.57,19825.57,19825.57,19825.57,19825.57,19825.57,19825.57,19825.57,19825.57,0.00
Effective Prefill Concurrency,0.83,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.38
Effective Prefill Throughput (tokens/sec),6610.79,0.00,7991.06,,,,,,7991.06,,7991.06,7991.06,7991.06,3020.70
Effective Prefill Throughput Per User (tokens/sec/user),6610.79,0.00,7991.06,,,,,,7991.06,,7991.06,7991.06,7991.06,3020.70
Effective Total Throughput (tokens/sec),6636.56,0.00,7991.06,,,,,,7991.06,,7991.06,7991.06,7991.06,2964.30
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,206.00,206.00,206.00,206.00,206.00,206.00,206.00,206.00,206.00,206.00,206.00,206.00,206.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.00
HTTP Connection Overhead (ms),0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),54.92,54.92,54.92,54.92,54.92,54.92,54.92,54.92,54.92,54.92,54.92,54.92,54.92,0.00
HTTP Data Sent (KB),560.59,560.59,560.59,560.59,560.59,560.59,560.59,560.59,560.59,560.59,560.59,560.59,560.59,0.00
