Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),110.30,0.00,250817.98,,,,,,29.73,,30.89,31.32,32.69,1598.21
Active Decode Throughput Per User (tokens/sec/user),110.30,0.00,250817.98,,,,,,29.73,,30.89,31.32,32.69,1598.21
Active Prefill Throughput (tokens/sec),1206.41,1206.41,1206.41,,,,,,1206.41,,1206.41,1206.41,1206.41,0.00
Active Prefill Throughput Per User (tokens/sec/user),1206.41,1206.41,1206.41,,,,,,1206.41,,1206.41,1206.41,1206.41,0.00
Active Total Throughput (tokens/sec),1046.51,110.31,1206.41,,,,,,1206.41,,1206.41,1206.41,1206.41,386.91
Credit-to-Start Latency (ms),1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,0.00
Decode Duration (ms),18554.60,18554.60,18554.60,18554.60,18554.60,18554.60,18554.60,18554.60,18554.60,18554.60,18554.60,18554.60,18554.60,0.00
E2E Output Token Throughput (tokens/sec/user),16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.15,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.35
Effective Decode Throughput (tokens/sec),16.09,0.00,250817.98,,,,,,0.00,,29.47,29.90,31.15,611.65
Effective Decode Throughput Per User (tokens/sec/user),16.09,0.00,250817.98,,,,,,0.00,,29.47,29.90,31.15,611.65
Effective Latency (CO-aware) (ms),127204.43,127204.43,127204.43,127204.43,127204.43,127204.43,127204.43,127204.43,127204.43,127204.43,127204.43,127204.43,127204.43,0.00
Effective Prefill Concurrency,0.85,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.35
Effective Prefill Throughput (tokens/sec),1030.37,0.00,1206.41,,,,,,1206.41,,1206.41,1206.41,1206.41,425.90
