Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Prefill Throughput Per User (tokens/sec/user),499.08,0.00,1615.35,,,,,,0.00,,1615.35,1615.35,1615.35,746.40
Effective Total Throughput (tokens/sec),623.48,0.00,1615.35,,,,,,180.16,,1615.35,1615.35,1615.35,663.22
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,174.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.00
HTTP Connection Overhead (ms),0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,0.00
HTTP Data Sent (KB),9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09,0.00
HTTP DNS Lookup (ms),0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.00
HTTP Duration (excl. conn) (ms),4105.37,4105.37,4105.37,4105.37,4105.37,4105.37,4105.37,4105.37,4105.37,4105.37,4105.37,4105.37,4105.37,0.00
HTTP Receiving (ms),2836.40,2836.40,2836.40,2836.40,2836.40,2836.40,2836.40,2836.40,2836.40,2836.40,2836.40,2836.40,2836.40,0.00
HTTP Sending (ms),0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.00
HTTP Total Time (ms),4106.15,4106.15,4106.15,4106.15,4106.15,4106.15,4106.15,4106.15,4106.15,4106.15,4106.15,4106.15,4106.15,0.00
HTTP Waiting (TTFB) (ms),1268.25,1268.25,1268.25,1268.25,1268.25,1268.25,1268.25,1268.25,1268.25,1268.25,1268.25,1268.25,1268.25,0.00
Input Sequence Length (tokens),2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,2050.00,0.00
Inter Chunk Latency (ms),16.40,4.49,21.15,2836.39,13.84,16.09,16.18,16.30,16.45,16.63,16.79,16.86,17.79,1.08
Inter Token Latency (ms),5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Count (tokens),512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Output Token Throughput Per User (tokens/sec/user),180.16,180.16,180.16,180.16,180.16,180.16,180.16,180.16,180.16,180.16,180.16,180.16,180.16,0.00
Prefill Throughput Per User (tokens/sec/user),1615.35,1615.35,1615.35,1615.35,1615.35,1615.35,1615.35,1615.35,1615.35,1615.35,1615.35,1615.35,1615.35,0.00
Request Latency (ms),4105.46,4105.46,4105.46,4105.46,4105.46,4105.46,4105.46,4105.46,4105.46,4105.46,4105.46,4105.46,4105.46,0.00
Time to First Output Token (ms),1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,0.00
Time to First Token (ms),1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,1269.08,0.00
Time to Second Token (ms),4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,0.00
Tokens In Flight (tokens),2225.80,0.00,2562.00,,,,,,2192.78,,2488.16,2523.60,2553.14,177.37

Metric,Value
Benchmark Duration (sec),4.11
Input Token Throughput (tokens/sec),499.08
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),124.65
Request Count,1.00
Request Error Rate (%),0.00
Request Throughput (requests/sec),0.24
Total Input Sequence Length (tokens),2050.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),623.73
