Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),99.16,0.00,204.04,,,,,,99.50,,100.83,101.37,102.77,3.67
Active Decode Throughput Per User (tokens/sec/user),99.16,0.00,204.04,,,,,,99.50,,100.83,101.37,102.77,3.67
Active Prefill Throughput (tokens/sec),3181.24,3163.28,3193.70,,,,,,3186.89,,3193.70,3193.70,3193.70,13.05
Active Prefill Throughput Per User (tokens/sec/user),3181.24,3163.28,3193.70,,,,,,3186.89,,3193.70,3193.70,3193.70,13.05
Active Total Throughput (tokens/sec),1639.08,99.04,3193.70,,,,,,99.25,,3193.70,3193.70,3193.70,1541.07
Credit-to-Start Latency (ms),2.84,2.59,2.98,8.53,2.60,2.63,2.66,2.78,2.97,2.97,2.98,2.98,2.98,0.18
Decode Duration (ms),20627.05,20613.39,20637.37,61881.15,20613.73,20615.09,20616.79,20621.89,20630.39,20633.88,20635.98,20636.67,20637.23,10.07
E2E Output Token Throughput (tokens/sec/user),49.64,49.47,49.74,148.93,49.48,49.50,49.52,49.59,49.71,49.73,49.74,49.74,49.74,0.12
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.50,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.50
Effective Decode Throughput (tokens/sec),49.61,0.00,204.04,,,,,,33.58,,100.24,100.83,102.14,49.65
Effective Decode Throughput Per User (tokens/sec/user),49.61,0.00,204.04,,,,,,33.58,,100.24,100.83,102.14,49.65
Effective Latency (CO-aware) (ms),41234.39,41153.92,41368.77,123703.17,41154.45,41156.58,41159.23,41167.20,41180.48,41274.62,41331.11,41349.94,41365.00,95.64
Effective Prefill Concurrency,0.50,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Prefill Throughput (tokens/sec),1589.22,0.00,3193.70,,,,,,0.00,,3193.70,3193.70,3193.70,1590.65
Effective Prefill Throughput Per User (tokens/sec/user),1589.22,0.00,3193.70,,,,,,0.00,,3193.70,3193.70,3193.70,1590.65
Effective Total Throughput (tokens/sec),1638.83,0.00,3193.70,,,,,,99.25,,3193.70,3193.70,3193.70,1541.08
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2049.67,2049.00,2050.00,6149.00,2049.02,2049.10,2049.20,2049.50,2050.00,2050.00,2050.00,2050.00,2050.00,0.47
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),399.19,395.42,402.09,1197.56,395.51,395.88,396.34,397.73,400.04,401.07,401.68,401.89,402.05,2.79
HTTP Data Sent (KB),277.93,276.39,279.81,833.78,276.41,276.51,276.63,276.98,277.58,278.69,279.36,279.59,279.77,1.42
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),41231.51,41151.29,41365.76,123694.52,41151.81,41153.91,41156.52,41164.38,41177.46,41271.61,41328.10,41346.93,41362.00,95.53
HTTP Receiving (ms),41229.55,41149.15,41364.08,123688.64,41149.68,41151.78,41154.40,41162.28,41175.42,41269.75,41326.34,41345.21,41360.30,95.73
HTTP Sending (ms),0.10,0.08,0.12,0.29,0.08,0.08,0.08,0.09,0.09,0.11,0.11,0.12,0.12,0.02
HTTP Total Time (ms),41231.51,41151.29,41365.76,123694.52,41151.81,41153.91,41156.52,41164.38,41177.46,41271.61,41328.10,41346.93,41362.00,95.53
HTTP Waiting (TTFB) (ms),1.86,1.61,2.02,5.58,1.61,1.64,1.68,1.78,1.96,1.99,2.01,2.01,2.02,0.18
Input Sequence Length (tokens),65536.33,65535.00,65537.00,196609.00,65535.04,65535.20,65535.40,65536.00,65537.00,65537.00,65537.00,65537.00,65537.00,0.94
Inter Chunk Latency (ms),10.08,9.45,29.78,61881.15,9.73,9.86,9.92,9.99,10.05,10.13,10.22,10.30,10.54,0.51
Inter Token Latency (ms),10.08,10.07,10.09,30.25,10.08,10.08,10.08,10.08,10.08,10.09,10.09,10.09,10.09,0.01
OSL Mismatch Diff % (%),-0.07,-0.10,-0.05,-0.20,-0.10,-0.09,-0.09,-0.07,-0.05,-0.05,-0.05,-0.05,-0.05,0.02
Output Sequence Length (tokens),2046.67,2046.00,2047.00,6140.00,2046.02,2046.10,2046.20,2046.50,2047.00,2047.00,2047.00,2047.00,2047.00,0.47
Output Token Count (tokens),2046.67,2046.00,2047.00,6140.00,2046.02,2046.10,2046.20,2046.50,2047.00,2047.00,2047.00,2047.00,2047.00,0.47
Output Token Throughput Per User (tokens/sec/user),99.17,99.09,99.26,297.52,99.09,99.10,99.11,99.13,99.17,99.21,99.24,99.25,99.25,0.07
Prefill Throughput Per User (tokens/sec/user),3181.29,3163.28,3193.70,9543.88,3163.75,3165.64,3168.00,3175.09,3186.89,3190.30,3192.34,3193.02,3193.57,13.04
Request Latency (ms),41227.94,41151.08,41355.42,123683.81,41151.60,41153.70,41156.32,41164.20,41177.32,41266.37,41319.80,41337.61,41351.85,90.78
Time to First Output Token (ms),20600.89,20520.69,20718.04,61802.66,20521.55,20525.01,20529.34,20542.31,20563.93,20640.99,20687.22,20702.63,20714.96,84.70
Time to First Token (ms),20600.89,20520.69,20718.04,61802.66,20521.55,20525.01,20529.34,20542.31,20563.93,20640.99,20687.22,20702.63,20714.96,84.70
Time to Second Token (ms),28.54,26.20,29.78,85.61,26.27,26.54,26.89,27.92,29.63,29.70,29.75,29.76,29.77,1.65
