Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),189.11,0.00,907.66,,,,,,170.51,,217.40,436.88,445.35,88.03
Active Decode Throughput Per User (tokens/sec/user),189.11,0.00,907.66,,,,,,170.51,,217.40,436.88,445.35,88.03
Active Prefill Throughput (tokens/sec),7345.99,7333.87,7358.44,,,,,,7345.70,,7358.44,7358.44,7358.44,10.03
Active Prefill Throughput Per User (tokens/sec/user),7345.99,7333.87,7358.44,,,,,,7345.70,,7358.44,7358.44,7358.44,10.03
Active Total Throughput (tokens/sec),5667.75,162.42,7358.44,,,,,,7345.70,,7358.44,7358.44,7358.44,3032.27
Credit-to-Start Latency (ms),2.40,2.11,2.68,7.20,2.12,2.14,2.17,2.26,2.41,2.55,2.63,2.66,2.68,0.23
Decode Duration (ms),10824.58,9775.09,12602.83,32473.74,9781.50,9807.16,9839.23,9935.45,10095.82,11349.33,12101.43,12352.13,12552.69,1264.21
E2E Output Token Throughput (tokens/sec/user),44.40,42.77,45.34,133.19,42.82,43.00,43.23,43.92,45.08,45.21,45.29,45.31,45.33,1.15
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.23,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.42
Effective Decode Throughput (tokens/sec),44.34,0.00,907.66,,,,,,0.00,,172.70,210.14,438.35,90.75
Effective Decode Throughput Per User (tokens/sec/user),44.34,0.00,907.66,,,,,,0.00,,172.70,210.14,438.35,90.75
Effective Latency (CO-aware) (ms),46163.95,45173.25,47881.99,138491.85,45178.52,45199.58,45225.92,45304.93,45436.61,46659.30,47392.91,47637.45,47833.08,1219.58
Effective Prefill Concurrency,0.77,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.42
Effective Prefill Throughput (tokens/sec),5622.93,0.00,7358.44,,,,,,7345.70,,7358.44,7358.44,7358.44,3112.67
Effective Prefill Throughput Per User (tokens/sec/user),5622.93,0.00,7358.44,,,,,,7345.70,,7358.44,7358.44,7358.44,3112.67
Effective Total Throughput (tokens/sec),5667.27,0.00,7358.44,,,,,,7345.70,,7358.44,7358.44,7358.44,3032.59
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,517.33,275.00,710.00,1552.00,280.84,304.20,333.40,421.00,567.00,638.50,681.40,695.70,707.14,181.03
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),138.85,74.37,188.82,416.54,75.95,82.26,90.16,113.86,153.35,171.09,181.73,185.28,188.11,47.84
HTTP Data Sent (KB),1107.09,1104.04,1112.14,3321.27,1104.06,1104.14,1104.25,1104.57,1105.09,1108.62,1110.73,1111.44,1112.00,3.60
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),46161.50,45170.52,47879.83,138484.51,45175.80,45196.89,45223.25,45302.34,45434.16,46657.00,47390.70,47635.26,47830.92,1219.80
HTTP Receiving (ms),10824.58,9775.09,12602.83,32473.75,9781.51,9807.16,9839.24,9935.46,10095.82,11349.33,12101.43,12352.13,12552.69,1264.21
HTTP Sending (ms),0.11,0.10,0.12,0.33,0.10,0.10,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.01
HTTP Total Time (ms),46161.50,45170.52,47879.83,138484.51,45175.80,45196.89,45223.25,45302.34,45434.16,46657.00,47390.70,47635.26,47830.92,1219.80
HTTP Waiting (TTFB) (ms),35336.81,35276.89,35395.33,106010.43,35278.11,35283.02,35289.15,35307.55,35338.22,35366.77,35383.91,35389.62,35394.19,48.36
Input Sequence Length (tokens),259585.00,259584.00,259586.00,778755.00,259584.02,259584.10,259584.20,259584.50,259585.00,259585.50,259585.80,259585.90,259585.98,0.82
Inter Chunk Latency (ms),20.96,11.29,186.45,32473.74,14.93,16.69,16.80,16.98,17.18,17.40,17.77,68.46,69.21,14.58
Inter Token Latency (ms),5.29,4.78,6.16,15.86,4.78,4.79,4.81,4.85,4.93,5.54,5.91,6.03,6.13,0.62
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),2048.00,2048.00,2048.00,6144.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Count (tokens),2048.00,2048.00,2048.00,6144.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,2048.00,0.00
Output Token Throughput Per User (tokens/sec/user),191.53,162.42,209.41,574.59,163.23,166.46,170.49,182.59,202.76,206.08,208.08,208.74,209.28,20.76
Prefill Throughput Per User (tokens/sec/user),7346.00,7333.87,7358.44,22038.01,7334.11,7335.06,7336.24,7339.79,7345.70,7352.07,7355.89,7357.16,7358.18,10.03
Request Latency (ms),46161.55,45170.57,47879.88,138484.64,45175.84,45196.93,45223.29,45302.38,45434.20,46657.04,47390.74,47635.31,47830.96,1219.80
Time to First Output Token (ms),35336.97,35277.05,35395.48,106010.91,35278.27,35283.18,35289.31,35307.71,35338.38,35366.93,35384.06,35389.77,35394.34,48.36
Time to First Token (ms),35336.97,35277.05,35395.48,106010.91,35278.27,35283.18,35289.31,35307.71,35338.38,35366.93,35384.06,35389.77,35394.34,48.36
Time to Second Token (ms),13.52,13.34,13.78,40.56,13.34,13.35,13.36,13.39,13.43,13.61,13.71,13.75,13.78,0.19
Tokens In Flight (tokens),259830.90,0.00,261634.00,,,,,,259585.00,,260960.63,261304.89,261585.81,2456.82

Metric,Value
