Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),51.66,0.00,106.47,,,,,,52.52,,53.11,53.19,53.30,5.19
Active Decode Throughput Per User (tokens/sec/user),51.66,0.00,106.47,,,,,,52.52,,53.11,53.19,53.30,5.19
Active Prefill Throughput (tokens/sec),1687.11,1687.11,1687.11,,,,,,1687.11,,1687.11,1687.11,1687.11,0.00
Active Prefill Throughput Per User (tokens/sec/user),1687.11,1687.11,1687.11,,,,,,1687.11,,1687.11,1687.11,1687.11,0.00
Active Total Throughput (tokens/sec),861.25,51.66,1687.11,,,,,,51.66,,1687.11,1687.11,1687.11,817.68
Credit-to-Start Latency (ms),1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
Decode Duration (ms),39624.70,39624.70,39624.70,39624.70,39624.70,39624.70,39624.70,39624.70,39624.70,39624.70,39624.70,39624.70,39624.70,0.00
E2E Output Token Throughput (tokens/sec/user),26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,26.10,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.50,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.50
Effective Decode Throughput (tokens/sec),26.08,0.00,106.47,,,,,,17.49,,52.94,53.11,53.26,26.09
Effective Decode Throughput Per User (tokens/sec/user),26.08,0.00,106.47,,,,,,17.49,,52.94,53.11,53.26,26.09
Effective Latency (CO-aware) (ms),78472.04,78472.04,78472.04,78472.04,78472.04,78472.04,78472.04,78472.04,78472.04,78472.04,78472.04,78472.04,78472.04,0.00
Effective Prefill Concurrency,0.49,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Prefill Throughput (tokens/sec),835.10,0.00,1687.11,,,,,,0.00,,1687.11,1687.11,1687.11,843.51
Effective Prefill Throughput Per User (tokens/sec/user),835.10,0.00,1687.11,,,,,,0.00,,1687.11,1687.11,1687.11,843.51
Effective Total Throughput (tokens/sec),861.19,0.00,1687.11,,,,,,51.66,,1687.11,1687.11,1687.11,817.69
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2022.00,2022.00,2022.00,2022.00,2022.00,2022.00,2022.00,2022.00,2022.00,2022.00,2022.00,2022.00,2022.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.00
HTTP Connection Overhead (ms),1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),500.14,500.14,500.14,500.14,500.14,500.14,500.14,500.14,500.14,500.14,500.14,500.14,500.14,0.00
HTTP Data Sent (KB),279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,279.83,0.00
HTTP DNS Lookup (ms),0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.00
HTTP Duration (excl. conn) (ms),78470.94,78470.94,78470.94,78470.94,78470.94,78470.94,78470.94,78470.94,78470.94,78470.94,78470.94,78470.94,78470.94,0.00
